inchikey,inchikey_connectivity,source_db,source_id,species_reported,species_accepted,plant_part,doi,evidence_tier,query_term,query_date
QJDYNQYLCIPODD-SWBPCFCJSA-N,QJDYNQYLCIPODD,COCONUT,CNP0285512.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
JWBPWNWPEVPCMJ-XJQHZFAKSA-N,JWBPWNWPEVPCMJ,COCONUT,CNP0280636.7,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
KSDHHXPUZXRDOU-WVSMJXTDSA-N,KSDHHXPUZXRDOU,COCONUT,CNP0392777.4,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MWQRAOGWLXTMIC-TUGJPZLJSA-N,MWQRAOGWLXTMIC,COCONUT,CNP0236765.11,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FRMCCTDTYSRUBE-BGPZULBFSA-N,FRMCCTDTYSRUBE,COCONUT,CNP0141421.25,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
LKKDASYGWYYFIK-QHSBEEBCSA-N,LKKDASYGWYYFIK,COCONUT,CNP0178884.10,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
ODYJJNFWFYUXSS-XXTFGAETSA-N,ODYJJNFWFYUXSS,COCONUT,CNP0269048.9,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
IPCSVZSSVZVIGE-UHFFFAOYSA-N,IPCSVZSSVZVIGE,COCONUT,CNP0420987.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
SPCXZDDGSGTVAW-VXYFJCLZSA-N,SPCXZDDGSGTVAW,COCONUT,CNP0128955.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
OYAQUBKYAKSHOA-UHFFFAOYSA-N,OYAQUBKYAKSHOA,COCONUT,CNP0110036.0,Magnolia sp.,Magnolia sp.,,,bronze,name,2026-05-28T23:04:50Z
TZDMGBLPGZXHJI-SFYZADRCSA-N,TZDMGBLPGZXHJI,COCONUT,CNP0102489.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
IAIHUHQCLTYTSF-WEDXCCLWSA-N,IAIHUHQCLTYTSF,COCONUT,CNP0140485.6,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FRMCCTDTYSRUBE-BGPZULBFSA-N,FRMCCTDTYSRUBE,COCONUT,CNP0141421.8,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HKODIGSRFALUTA-LOBRPSOCSA-N,HKODIGSRFALUTA,COCONUT,CNP0202525.8,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
XZKNRQNOZWYUMT-XFMPKHEZSA-N,XZKNRQNOZWYUMT,COCONUT,CNP0167906.7,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
DTGKSKDOIYIVQL-HHCGNCNQSA-N,DTGKSKDOIYIVQL,COCONUT,CNP0259481.17,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
NPJICTMALKLTFW-RXWPAVHTSA-N,NPJICTMALKLTFW,COCONUT,CNP0324146.24,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FEPFBYIDQQERDD-KWCYVHTRSA-N,FEPFBYIDQQERDD,COCONUT,CNP0210973.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
PEUUVVGQIVMSAW-RZTYQLBFSA-N,PEUUVVGQIVMSAW,COCONUT,CNP0163646.6,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
SCHKABUWAYOIBY-WEVVVXLNSA-N,SCHKABUWAYOIBY,COCONUT,CNP0386787.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MBIPADCEHSKJDQ-CDALTGITSA-N,MBIPADCEHSKJDQ,COCONUT,CNP0162829.5,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
BGHDGRAJSUCRAP-XYORVBSASA-N,BGHDGRAJSUCRAP,COCONUT,CNP0240155.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
LHYHMMRYTDARSZ-BARDWOONSA-N,LHYHMMRYTDARSZ,COCONUT,CNP0262195.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MNWFXJYAOYHMED-UHFFFAOYSA-N,MNWFXJYAOYHMED,COCONUT,CNP0141686.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WYVJMGLRFFOZES-ZSEKCTLFSA-N,WYVJMGLRFFOZES,COCONUT,CNP0258973.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
DGIMMEWTLSCNGO-WZUGGRCDSA-N,DGIMMEWTLSCNGO,COCONUT,CNP0187661.16,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
AWLJZFUREZNLGG-RXABKWRFSA-N,AWLJZFUREZNLGG,COCONUT,CNP0202624.4,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
OVDMFKGCVWVONO-BSTGVKIKSA-N,OVDMFKGCVWVONO,COCONUT,CNP0323063.4,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HCXVJBMSMIARIN-ZIXJQKCJSA-N,HCXVJBMSMIARIN,COCONUT,CNP0389131.29,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
SIFBPUMCNGQJGE-AREMUKBSSA-N,SIFBPUMCNGQJGE,COCONUT,CNP0232015.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
JNPKIPSJAQMPLB-UHFFFAOYSA-O,JNPKIPSJAQMPLB,COCONUT,CNP0609906.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
DSSYKIVIOFKYAU-XVKPBYJWSA-N,DSSYKIVIOFKYAU,COCONUT,CNP0273956.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
JPUKWEQWGBDDQB-YSBXYMAXSA-N,JPUKWEQWGBDDQB,COCONUT,CNP0187953.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
DMZOKBALNZWDKI-FUEUKBNZSA-N,DMZOKBALNZWDKI,COCONUT,CNP0343660.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WRYLYDPHFGVWKC-SNVBAGLBSA-N,WRYLYDPHFGVWKC,COCONUT,CNP0224794.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
GSVWPONNFJXHJL-IOCBBESTSA-N,GSVWPONNFJXHJL,COCONUT,CNP0380759.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
BOKVLBSSPUTWLV-MRXNPFEDSA-N,BOKVLBSSPUTWLV,COCONUT,CNP0181011.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
GFJIQNADMLPFOW-IPYPFGDCSA-N,GFJIQNADMLPFOW,COCONUT,CNP0192070.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
XMRKUJJDDKYUHV-SOMPWSNVSA-N,XMRKUJJDDKYUHV,COCONUT,CNP0169677.4,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WMOPMQRJLLIEJV-IUODEOHRSA-N,WMOPMQRJLLIEJV,COCONUT,CNP0267962.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
QHRGJMIMHCLHRG-FOKSPFFOSA-N,QHRGJMIMHCLHRG,COCONUT,CNP0359626.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
KGEKLUUHTZCSIP-HOSYDEDBSA-N,KGEKLUUHTZCSIP,COCONUT,CNP0222907.12,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WLXJHVQYKOJBBN-YTFOTSKYSA-N,WLXJHVQYKOJBBN,COCONUT,CNP0243977.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HCXVJBMSMIARIN-ZIXJQKCJSA-N,HCXVJBMSMIARIN,COCONUT,CNP0389131.52,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
JWNHURXHTXBLMC-LTALHYLXSA-N,JWNHURXHTXBLMC,COCONUT,CNP0298078.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
BQOFWKZOCNGFEC-BDAKNGLRSA-N,BQOFWKZOCNGFEC,COCONUT,CNP0174002.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HSMDOSKNXLVXIP-QVEMZERUSA-N,HSMDOSKNXLVXIP,COCONUT,CNP0173484.12,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FFDULTAFAQRACT-UERZRVEUSA-N,FFDULTAFAQRACT,COCONUT,CNP0211821.19,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
YCTWRMSXONXESR-NBSNSOTFSA-N,YCTWRMSXONXESR,COCONUT,CNP0250818.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
KDQGMEXTUQAXLS-PSRPSEOCSA-N,KDQGMEXTUQAXLS,COCONUT,CNP0140541.4,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
RXORHYFDDNAOQS-MDZDMXLPSA-N,RXORHYFDDNAOQS,COCONUT,CNP0421855.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
RYSZDRWMTKGBFI-POTWKZLCSA-N,RYSZDRWMTKGBFI,COCONUT,CNP0561743.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
NPNUFJAVOOONJE-FGHOCRGKSA-N,NPNUFJAVOOONJE,COCONUT,CNP0212910.12,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
CWVRJTMFETXNAD-ZZVAFGPTSA-N,CWVRJTMFETXNAD,COCONUT,CNP0148557.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
GFJIQNADMLPFOW-IPYPFGDCSA-N,GFJIQNADMLPFOW,COCONUT,CNP0192070.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
LVVKXRQZSRUVPY-OAHLLOKOSA-N,LVVKXRQZSRUVPY,COCONUT,CNP0183208.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FCSRUSQUAVXUKK-ILWWEHDPSA-N,FCSRUSQUAVXUKK,COCONUT,CNP0106573.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MQPHVIPKLRXGDJ-BWZBUEFSSA-N,MQPHVIPKLRXGDJ,COCONUT,CNP0315306.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
YHMDGPZOSGBQRH-OCEACIFDSA-N,YHMDGPZOSGBQRH,COCONUT,CNP0265624.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
KZJWDPNRJALLNS-RBSBQHFOSA-N,KZJWDPNRJALLNS,COCONUT,CNP0236620.25,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
KABPASQHFAUTDF-XZUXRINTSA-N,KABPASQHFAUTDF,COCONUT,CNP0236542.1,Magnolia sp.,Magnolia sp.,,,bronze,name,2026-05-28T23:04:50Z
FBSKJMQYURKNSU-BZDDUMIESA-N,FBSKJMQYURKNSU,COCONUT,CNP0241232.27,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
YXGUBJPWGFKWQA-UHFFFAOYSA-N,YXGUBJPWGFKWQA,COCONUT,CNP0531592.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
ADIDQIZBYUABQK-UPJWGTAASA-N,ADIDQIZBYUABQK,COCONUT,CNP0266970.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
NPJICTMALKLTFW-RXWPAVHTSA-N,NPJICTMALKLTFW,COCONUT,CNP0324146.53,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
AWLJZFUREZNLGG-RXABKWRFSA-N,AWLJZFUREZNLGG,COCONUT,CNP0202624.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WRHGORWNJGOVQY-RRFJBIMHSA-N,WRHGORWNJGOVQY,COCONUT,CNP0123983.7,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
GLZPCOQZEFWAFX-YFHOEESVSA-N,GLZPCOQZEFWAFX,COCONUT,CNP0244258.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FFDULTAFAQRACT-UERZRVEUSA-N,FFDULTAFAQRACT,COCONUT,CNP0211821.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
NZERPKAXZIGFLL-UHFFFAOYSA-N,NZERPKAXZIGFLL,COCONUT,CNP0580268.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
NPJICTMALKLTFW-RXWPAVHTSA-N,NPJICTMALKLTFW,COCONUT,CNP0324146.64,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
IRCZVRWQUNZGSH-DKTYCGPESA-N,IRCZVRWQUNZGSH,COCONUT,CNP0350446.4,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
ICWHTQRTTHCUHW-UMVBOHGHSA-N,ICWHTQRTTHCUHW,COCONUT,CNP0209626.10,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
NGSWKAQJJWESNS-ZZXKWVIFSA-N,NGSWKAQJJWESNS,COCONUT,CNP0255341.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HRLFUIXSXUASEX-QDGJQWLKSA-N,HRLFUIXSXUASEX,COCONUT,CNP0264911.7,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HRLFUIXSXUASEX-QDGJQWLKSA-N,HRLFUIXSXUASEX,COCONUT,CNP0264911.5,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
TZAAYUCUPIYQBR-JGRMJRGVSA-N,TZAAYUCUPIYQBR,COCONUT,CNP0251505.5,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
IKGXIBQEEMLURG-ZJKVUYBZSA-N,IKGXIBQEEMLURG,COCONUT,CNP0268715.22,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
GSVWPONNFJXHJL-IOCBBESTSA-N,GSVWPONNFJXHJL,COCONUT,CNP0380759.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
DSSYKIVIOFKYAU-XVKPBYJWSA-N,DSSYKIVIOFKYAU,COCONUT,CNP0273956.6,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
NPJICTMALKLTFW-RXWPAVHTSA-N,NPJICTMALKLTFW,COCONUT,CNP0324146.50,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
NDTYTMIUWGWIMO-JTQLQIEISA-N,NDTYTMIUWGWIMO,COCONUT,CNP0405767.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
QJVXKWHHAMZTBY-ZDCSNRKFSA-N,QJVXKWHHAMZTBY,COCONUT,CNP0225577.6,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FEPFBYIDQQERDD-KWCYVHTRSA-N,FEPFBYIDQQERDD,COCONUT,CNP0210973.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HNZUNIKWNYHEJJ-FMIVXFBMSA-N,HNZUNIKWNYHEJJ,COCONUT,CNP0288544.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
PEYUIKBAABKQKQ-AFHBHXEDSA-N,PEYUIKBAABKQKQ,COCONUT,CNP0123354.5,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
CWVRJTMFETXNAD-ZZVAFGPTSA-N,CWVRJTMFETXNAD,COCONUT,CNP0148557.6,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
DGIMMEWTLSCNGO-WZUGGRCDSA-N,DGIMMEWTLSCNGO,COCONUT,CNP0187661.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
CPJKKWDCUOOTEW-UGCQDJOBSA-N,CPJKKWDCUOOTEW,COCONUT,CNP0276676.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
DCSCXTJOXBUFGB-HTQZYQBOSA-N,DCSCXTJOXBUFGB,COCONUT,CNP0109275.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
BTDDDGXVAJEZCI-UHFFFAOYSA-N,BTDDDGXVAJEZCI,COCONUT,CNP0110422.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FFDULTAFAQRACT-UERZRVEUSA-N,FFDULTAFAQRACT,COCONUT,CNP0211821.24,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
LZJWNVLTWYMMDJ-GOSISDBHSA-N,LZJWNVLTWYMMDJ,COCONUT,CNP0161961.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
VLXDPFLIRFYIME-XTLGRWLVSA-N,VLXDPFLIRFYIME,COCONUT,CNP0246337.16,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FFDULTAFAQRACT-UERZRVEUSA-N,FFDULTAFAQRACT,COCONUT,CNP0211821.21,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WLXJHVQYKOJBBN-YTFOTSKYSA-N,WLXJHVQYKOJBBN,COCONUT,CNP0243977.5,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WEKCEGQSIIQPAQ-RWWHVQKZSA-N,WEKCEGQSIIQPAQ,COCONUT,CNP0211640.11,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MWQRAOGWLXTMIC-TUGJPZLJSA-N,MWQRAOGWLXTMIC,COCONUT,CNP0236765.4,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MQPHVIPKLRXGDJ-BWZBUEFSSA-N,MQPHVIPKLRXGDJ,COCONUT,CNP0315306.5,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FAMPSKZZVDUYOS-PGPZXUPKSA-N,FAMPSKZZVDUYOS,COCONUT,CNP0263112.7,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HRYLQFBHBWLLLL-AHNJNIBGSA-N,HRYLQFBHBWLLLL,COCONUT,CNP0160574.10,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
ADFOLUXMYYCTRR-KBPBESRZSA-N,ADFOLUXMYYCTRR,COCONUT,CNP0270504.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WCERJEZPIONOJU-LHEXPUQLSA-N,WCERJEZPIONOJU,COCONUT,CNP0177839.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
CKIYSMRPIBQTHQ-CVEARBPZSA-N,CKIYSMRPIBQTHQ,COCONUT,CNP0269489.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
FFDULTAFAQRACT-UERZRVEUSA-N,FFDULTAFAQRACT,COCONUT,CNP0211821.8,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
SBZWTSHAFILOTE-KKUMJFAQSA-N,SBZWTSHAFILOTE,COCONUT,CNP0295674.6,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
LHYHMMRYTDARSZ-BARDWOONSA-N,LHYHMMRYTDARSZ,COCONUT,CNP0262195.18,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
JFSCVRCZWCVAOQ-DSUOEAQKSA-N,JFSCVRCZWCVAOQ,COCONUT,CNP0207866.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HAGUIOILOILJEM-ZFPHAMITSA-N,HAGUIOILOILJEM,COCONUT,CNP0120731.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MKGZDUKUQPPHFM-XJZKHKOHSA-N,MKGZDUKUQPPHFM,COCONUT,CNP0314029.14,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
RKGWRCBRLCZGOO-HOTUBEGUSA-N,RKGWRCBRLCZGOO,COCONUT,CNP0160989.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
UHODXTMZSDNATP-CXTNEJHOSA-N,UHODXTMZSDNATP,COCONUT,CNP0392480.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
BGHCVCJVXZWKCC-UHFFFAOYSA-N,BGHCVCJVXZWKCC,COCONUT,CNP0293304.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
OHTGZAWPVDWARE-UCORVYFPSA-N,OHTGZAWPVDWARE,COCONUT,CNP0303953.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
ALNCSCLTBCGURW-UHFFFAOYSA-N,ALNCSCLTBCGURW,COCONUT,CNP0322124.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
QEYQILFFUHBUTP-GASGPIRDSA-N,QEYQILFFUHBUTP,COCONUT,CNP0274559.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
XMGQYMWWDOXHJM-SNVBAGLBSA-N,XMGQYMWWDOXHJM,COCONUT,CNP0282017.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MTAWKURMWOXCEO-UHFFFAOYSA-N,MTAWKURMWOXCEO,COCONUT,CNP0214130.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
DCSCXTJOXBUFGB-HTQZYQBOSA-N,DCSCXTJOXBUFGB,COCONUT,CNP0109275.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WHXUZXDWQKUIJL-CFVMTHIKSA-N,WHXUZXDWQKUIJL,COCONUT,CNP0113687.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
VPDZRSSKICPUEY-GXAHUOMZSA-N,VPDZRSSKICPUEY,COCONUT,CNP0196946.8,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
KMLNTRNEWIFTAH-UHFFFAOYSA-N,KMLNTRNEWIFTAH,COCONUT,CNP0108489.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
YOVASQUIMPDASA-UKILVPOCSA-N,YOVASQUIMPDASA,COCONUT,CNP0115794.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
VLXDPFLIRFYIME-XTLGRWLVSA-N,VLXDPFLIRFYIME,COCONUT,CNP0246337.15,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
XCLWINPDFJHWJT-AYQCRIBCSA-N,XCLWINPDFJHWJT,COCONUT,CNP0191268.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
PDSNLYSELAIEBU-GUIRCDHDSA-N,PDSNLYSELAIEBU,COCONUT,CNP0253868.5,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
OVDMFKGCVWVONO-BSTGVKIKSA-N,OVDMFKGCVWVONO,COCONUT,CNP0323063.5,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
HCXVJBMSMIARIN-ZIXJQKCJSA-N,HCXVJBMSMIARIN,COCONUT,CNP0389131.25,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
QMIBUSKQPKXXBX-GLRCHQFTSA-N,QMIBUSKQPKXXBX,COCONUT,CNP0259921.1,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
XJSRLKXXHRKVIC-UHFFFAOYSA-N,XJSRLKXXHRKVIC,COCONUT,CNP0611322.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MGCIVWNKCIWQHX-JBMHQIHKSA-N,MGCIVWNKCIWQHX,COCONUT,CNP0170504.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
ZNURDDCKOFUOKI-XUGXRQAHSA-N,ZNURDDCKOFUOKI,COCONUT,CNP0275346.5,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
MRRHZTMSIVTFSK-ZTHZXAOBSA-N,MRRHZTMSIVTFSK,COCONUT,CNP0200881.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
WUOACPNHFRMFPN-VIFPVBQESA-N,WUOACPNHFRMFPN,COCONUT,CNP0311257.2,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
JXOHGGNKMLTUBP-JKUQZMGJSA-N,JXOHGGNKMLTUBP,COCONUT,CNP0162867.3,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
DVJPAIYXIZTKPM-UHFFFAOYSA-N,DVJPAIYXIZTKPM,COCONUT,CNP0297291.0,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
KZJWDPNRJALLNS-RBSBQHFOSA-N,KZJWDPNRJALLNS,COCONUT,CNP0236620.16,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
ITYNGVSTWVVPIC-XGFWRYKXSA-N,ITYNGVSTWVVPIC,COCONUT,CNP0284102.10,Magnolia sp.,Magnolia sp.,,,silver,inchikey,2026-05-28T23:04:50Z
BCIADXOEPDQMOD-UHFFFAOYSA-N,BCIADXOEPDQMOD,COCONUT,CNP0086217.0,Magnolia sp.,Magnolia sp.,,,bronze,name,2026-05-28T23:04:50Z
