inchikey,inchikey_connectivity,source_db,source_id,species_reported,species_accepted,plant_part,doi,evidence_tier,query_term,query_date
FCSRUSQUAVXUKK-ILWWEHDPSA-N,FCSRUSQUAVXUKK,SemanticScholar_NER,DOI:10.1155/2023/3503888,Magnolia volatile,Magnolia volatile,,10.1155/2023/3503888,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
ICWHTQRTTHCUHW-UMVBOHGHSA-N,ICWHTQRTTHCUHW,SemanticScholar_NER,DOI:10.1155/2023/3503888,Magnolia volatile,Magnolia volatile,,10.1155/2023/3503888,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
WTEVQBCEXWBHNA-JXMROGBWSA-N,WTEVQBCEXWBHNA,SemanticScholar_NER,DOI:10.3390/antiox12081518,Magnolia officinalis,Magnolia officinalis,,10.3390/antiox12081518,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/antiox12081518,Magnolia officinalis,Magnolia officinalis,,10.3390/antiox12081518,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC,SemanticScholar_NER,DOI:10.52711/0975-4385.2026.00020,Magnolia sp.,Magnolia sp.,,10.52711/0975-4385.2026.00020,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
REFJWTPEDVJJIY-UHFFFAOYSA-N,REFJWTPEDVJJIY,SemanticScholar_NER,DOI:10.52711/0975-4385.2026.00020,Magnolia sp.,Magnolia sp.,,10.52711/0975-4385.2026.00020,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1002/ptr.7786,Magnolia officinalis,Magnolia officinalis,,10.1002/ptr.7786,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1002/ptr.7786,Magnolia officinalis,Magnolia officinalis,,10.1002/ptr.7786,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/molecules28031253,Magnolia grandiflora,Magnolia grandiflora,,10.3390/molecules28031253,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
OQFHJKZVOALSPV-UHFFFAOYSA-N,OQFHJKZVOALSPV,SemanticScholar_NER,DOI:10.3390/molecules28031253,Magnolia grandiflora,Magnolia grandiflora,,10.3390/molecules28031253,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/molecules28031253,Magnolia grandiflora,Magnolia grandiflora,,10.3390/molecules28031253,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
OQFHJKZVOALSPV-UHFFFAOYSA-N,OQFHJKZVOALSPV,SemanticScholar_NER,DOI:10.3390/molecules28031253,Magnolia grandiflora,Magnolia grandiflora,,10.3390/molecules28031253,provisional,S2_search:Magnolia phytochemistry compounds,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.phytochem.2024.114132,Magnolia sp.,Magnolia sp.,,10.1016/j.phytochem.2024.114132,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.phytochem.2024.114132,Magnolia sp.,Magnolia sp.,,10.1016/j.phytochem.2024.114132,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1021/acs.jnatprod.4c00634,Magnolia sp.,Magnolia sp.,,10.1021/acs.jnatprod.4c00634,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1021/acs.jnatprod.4c00634,Magnolia sp.,Magnolia sp.,,10.1021/acs.jnatprod.4c00634,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1002/cbdv.202300754,Magnolia officinalis,Magnolia officinalis,,10.1002/cbdv.202300754,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1002/cbdv.202300754,Magnolia officinalis,Magnolia officinalis,,10.1002/cbdv.202300754,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.bmc.2022.117070,Magnolia officinalis,Magnolia officinalis,,10.1016/j.bmc.2022.117070,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.bmc.2022.117070,Magnolia officinalis,Magnolia officinalis,,10.1016/j.bmc.2022.117070,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/molecules25245779,Magnolia sp.,Magnolia sp.,,10.3390/molecules25245779,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/molecules25245779,Magnolia sp.,Magnolia sp.,,10.3390/molecules25245779,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1038/s41598-024-75310-7,Magnolia officinalis,Magnolia officinalis,,10.1038/s41598-024-75310-7,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1038/s41598-024-75310-7,Magnolia officinalis,Magnolia officinalis,,10.1038/s41598-024-75310-7,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1002/cbdv.202401854,Magnolia sp.,Magnolia sp.,,10.1002/cbdv.202401854,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1002/cbdv.202401854,Magnolia sp.,Magnolia sp.,,10.1002/cbdv.202401854,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/molecules15096452,Magnolia sp.,Magnolia sp.,,10.3390/molecules15096452,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/molecules15096452,Magnolia sp.,Magnolia sp.,,10.3390/molecules15096452,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1111/jph.13301,Magnolia sp.,Magnolia sp.,,10.1111/jph.13301,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1111/jph.13301,Magnolia sp.,Magnolia sp.,,10.1111/jph.13301,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/ijms26094380,Magnolia officinalis|Magnolia bark|Magnolia has,Magnolia officinalis|Magnolia bark|Magnolia has,,10.3390/ijms26094380,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/ijms26094380,Magnolia officinalis|Magnolia bark|Magnolia has,Magnolia officinalis|Magnolia bark|Magnolia has,,10.3390/ijms26094380,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/J.ARABJC.2021.103305,Magnolia sp.,Magnolia sp.,,10.1016/J.ARABJC.2021.103305,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/J.ARABJC.2021.103305,Magnolia sp.,Magnolia sp.,,10.1016/J.ARABJC.2021.103305,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/molecules19011223,Magnolia officinalis,Magnolia officinalis,,10.3390/molecules19011223,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/molecules19011223,Magnolia officinalis,Magnolia officinalis,,10.3390/molecules19011223,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.2174/1567201814666161205131745,Magnolia sp.,Magnolia sp.,,10.2174/1567201814666161205131745,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.2174/1567201814666161205131745,Magnolia sp.,Magnolia sp.,,10.2174/1567201814666161205131745,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1002/asia.201901778,Magnolia sp.,Magnolia sp.,,10.1002/asia.201901778,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1002/asia.201901778,Magnolia sp.,Magnolia sp.,,10.1002/asia.201901778,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.6026/97320630011280,Magnolia sp.,Magnolia sp.,,10.6026/97320630011280,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.6026/97320630011280,Magnolia sp.,Magnolia sp.,,10.6026/97320630011280,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1021/acs.jafc.4c09830,Magnolia sp.,Magnolia sp.,,10.1021/acs.jafc.4c09830,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1021/acs.jafc.4c09830,Magnolia sp.,Magnolia sp.,,10.1021/acs.jafc.4c09830,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.ejphar.2024.176438,Magnolia officinalis,Magnolia officinalis,,10.1016/j.ejphar.2024.176438,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.ejphar.2024.176438,Magnolia officinalis,Magnolia officinalis,,10.1016/j.ejphar.2024.176438,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.bioorg.2023.106455,Magnolia sp.,Magnolia sp.,,10.1016/j.bioorg.2023.106455,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.bioorg.2023.106455,Magnolia sp.,Magnolia sp.,,10.1016/j.bioorg.2023.106455,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.32383/appdr/168699,Magnolia sp.,Magnolia sp.,,10.32383/appdr/168699,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.32383/appdr/168699,Magnolia sp.,Magnolia sp.,,10.32383/appdr/168699,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1021/acs.jmedchem.1c01073,Magnolia sp.,Magnolia sp.,,10.1021/acs.jmedchem.1c01073,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1021/acs.jmedchem.1c01073,Magnolia sp.,Magnolia sp.,,10.1021/acs.jmedchem.1c01073,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1021/acschemneuro.9b00610,Magnolia officinalis,Magnolia officinalis,,10.1021/acschemneuro.9b00610,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
OQFHJKZVOALSPV-UHFFFAOYSA-N,OQFHJKZVOALSPV,SemanticScholar_NER,DOI:10.1021/acschemneuro.9b00610,Magnolia officinalis,Magnolia officinalis,,10.1021/acschemneuro.9b00610,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1021/acschemneuro.9b00610,Magnolia officinalis,Magnolia officinalis,,10.1021/acschemneuro.9b00610,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
OQFHJKZVOALSPV-UHFFFAOYSA-N,OQFHJKZVOALSPV,SemanticScholar_NER,DOI:10.1021/acschemneuro.9b00610,Magnolia officinalis,Magnolia officinalis,,10.1021/acschemneuro.9b00610,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
OYAQUBKYAKSHOA-UHFFFAOYSA-N,OYAQUBKYAKSHOA,SemanticScholar_NER,DOI:10.1021/acschemneuro.9b00610,Magnolia officinalis,Magnolia officinalis,,10.1021/acschemneuro.9b00610,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.chroma.2020.461230,Magnolia sp.,Magnolia sp.,,10.1016/j.chroma.2020.461230,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.chroma.2020.461230,Magnolia sp.,Magnolia sp.,,10.1016/j.chroma.2020.461230,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/pharmaceutics17010130,Magnolia obovata,Magnolia obovata,,10.3390/pharmaceutics17010130,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/pharmaceutics17010130,Magnolia obovata,Magnolia obovata,,10.3390/pharmaceutics17010130,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/ijms26168032,Magnolia officinalis,Magnolia officinalis,,10.3390/ijms26168032,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/ijms26168032,Magnolia officinalis,Magnolia officinalis,,10.3390/ijms26168032,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1371/journal.pone.0221249,Magnolia sp.,Magnolia sp.,,10.1371/journal.pone.0221249,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1371/journal.pone.0221249,Magnolia sp.,Magnolia sp.,,10.1371/journal.pone.0221249,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/cancers16122257,Magnolia sp.,Magnolia sp.,,10.3390/cancers16122257,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/cancers16122257,Magnolia sp.,Magnolia sp.,,10.3390/cancers16122257,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1039/d5md00733j,Magnolia sp.,Magnolia sp.,,10.1039/d5md00733j,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.bmcl.2018.12.038,Magnolia officinalis,Magnolia officinalis,,10.1016/j.bmcl.2018.12.038,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.bmcl.2018.12.038,Magnolia officinalis,Magnolia officinalis,,10.1016/j.bmcl.2018.12.038,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.12659/MSM.923962,Magnolia sp.,Magnolia sp.,,10.12659/MSM.923962,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.ejmech.2024.116471,Magnolia sp.,Magnolia sp.,,10.1016/j.ejmech.2024.116471,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/molecules23061470,Magnolia officinalis,Magnolia officinalis,,10.3390/molecules23061470,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/molecules23061470,Magnolia officinalis,Magnolia officinalis,,10.3390/molecules23061470,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.46989/001C.20921,Magnolia officinalis,Magnolia officinalis,,10.46989/001C.20921,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.46989/001C.20921,Magnolia officinalis,Magnolia officinalis,,10.46989/001C.20921,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.bmc.2024.117762,Magnolia officinalis,Magnolia officinalis,,10.1016/j.bmc.2024.117762,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1111/jcmm.71080,Magnolia sp.,Magnolia sp.,,10.1111/jcmm.71080,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1111/jcmm.71080,Magnolia sp.,Magnolia sp.,,10.1111/jcmm.71080,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1248/cpb.c19-00207,Magnolia officinalis,Magnolia officinalis,,10.1248/cpb.c19-00207,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.jchromb.2023.123903,Magnolia sp.,Magnolia sp.,,10.1016/j.jchromb.2023.123903,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.jchromb.2023.123903,Magnolia sp.,Magnolia sp.,,10.1016/j.jchromb.2023.123903,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.bbrc.2023.149332,Magnolia officinalis,Magnolia officinalis,,10.1016/j.bbrc.2023.149332,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.bbrc.2023.149332,Magnolia officinalis,Magnolia officinalis,,10.1016/j.bbrc.2023.149332,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.cbi.2023.110747,Magnolia sp.,Magnolia sp.,,10.1016/j.cbi.2023.110747,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.biopha.2024.116265,Magnolia sp.,Magnolia sp.,,10.1016/j.biopha.2024.116265,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.biopha.2024.116265,Magnolia sp.,Magnolia sp.,,10.1016/j.biopha.2024.116265,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
WTEVQBCEXWBHNA-JXMROGBWSA-N,WTEVQBCEXWBHNA,SemanticScholar_NER,DOI:10.3390/cimb46100637,Magnolia sp.,Magnolia sp.,,10.3390/cimb46100637,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/cimb46100637,Magnolia sp.,Magnolia sp.,,10.3390/cimb46100637,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.3390/cimb46100637,Magnolia sp.,Magnolia sp.,,10.3390/cimb46100637,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.bmcl.2014.10.091,Magnolia sp.,Magnolia sp.,,10.1016/j.bmcl.2014.10.091,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.bmcl.2014.10.091,Magnolia sp.,Magnolia sp.,,10.1016/j.bmcl.2014.10.091,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.1016/j.jep.2022.115105,Magnolia officinalis,Magnolia officinalis,,10.1016/j.jep.2022.115105,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
FVYXIJYOAGAUQK-UHFFFAOYSA-N,FVYXIJYOAGAUQK,SemanticScholar_NER,DOI:10.1016/j.jep.2022.115105,Magnolia officinalis,Magnolia officinalis,,10.1016/j.jep.2022.115105,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
VVOAZFWZEDHOOU-UHFFFAOYSA-N,VVOAZFWZEDHOOU,SemanticScholar_NER,DOI:10.3390/pharmaceutics13020224,Magnolia spp,Magnolia spp,,10.3390/pharmaceutics13020224,provisional,S2_search:honokiol magnolol biological activity,2026-05-28T23:46:27Z
